"pictureID";"pathWhereItsNotFound"
72228;"previews/26/72228_s.jpeg"
97919;"images/33/97919.tif"
97949;"images/33/97949.tif"
98069;"images/33/98069.tif"
98129;"images/33/98129.tif"
98195;"images/33/98195.tif"
98136;"images/33/98136.tif"
98174;"images/33/98174.tif"
98300;"images/33/98300.tif"
